path,line,lang,kind,status,component
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,1567,coq,axiom,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,1577,coq,axiom,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,1586,coq,axiom,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,2118,coq,axiom,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,2128,coq,axiom,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,2138,coq,axiom,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,2151,coq,axiom,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,3828,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,3829,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceLegacy.v,4883,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,187,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,222,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,260,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,261,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,283,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,286,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,420,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,455,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,470,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterferenceZero.v,471,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,375,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,376,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,387,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,388,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,397,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,398,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,413,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,414,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,423,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,424,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,433,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/NonInterference_v2_DEFINITIVE_PATCH.v,434,coq,admit,inactive,03_DOMAIN_C_INFORMATION_FLOW_CONTROL
02_FORMAL/coq/properties/_archive_deprecated/Phase3_Infrastructure_Helpers_FINAL.v,45,coq,axiom,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/Phase3_Infrastructure_Helpers_FINAL.v,77,coq,axiom,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/Phase3_Infrastructure_Helpers_FINAL.v,153,coq,axiom,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/Phase3_Infrastructure_Helpers_FINAL.v,174,coq,axiom,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/ReducibilityFull_FINAL.v,658,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/ReducibilityFull_FINAL.v,659,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/ReducibilityFull_FINAL.v,689,coq,axiom,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/ReducibilityFull_FINAL.v,1028,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/ReducibilityFull_FINAL.v,1170,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,105,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,106,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,115,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,116,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,149,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,150,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,162,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,163,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,173,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,174,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,270,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,271,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,301,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,309,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,324,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,325,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,388,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,396,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,647,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,653,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,667,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,675,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,678,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,679,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,680,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,681,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,682,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,683,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,684,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,685,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,686,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,687,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,688,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,689,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,690,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,691,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,692,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,693,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,694,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,695,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,729,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,732,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,734,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,736,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,741,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,745,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,749,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,750,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,799,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,807,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,808,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,309,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,310,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,384,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,385,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,394,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,395,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,437,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,438,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,540,coq,admit,inactive,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,102,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,116,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,118,coq,admit,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_proof.v,72,coq,axiom,inactive,UNMAPPED
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_proof.v,99,coq,axiom,inactive,UNMAPPED
02_FORMAL/lean/RIINA/Compliance/DO178CCompliance.lean,280,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Compliance/DO178CCompliance.lean,407,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Compliance/HIPAACompliance.lean,171,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Compliance/HIPAACompliance.lean,198,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Compliance/PCIDSSCompliance.lean,239,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/AlgebraicEffects.lean,116,lean,sorry,active,02_DOMAIN_B_EFFECT_SYSTEMS
02_FORMAL/lean/RIINA/Domains/AuthenticationSecurity.lean,196,lean,sorry,active,46_DOMAIN_AA_VERIFIED_IDENTITY
02_FORMAL/lean/RIINA/Domains/BackendComposition.lean,68,lean,sorry,active,17_DOMAIN_Q_COMPILER_ARCHITECTURE
02_FORMAL/lean/RIINA/Domains/CSRFProtection.lean,96,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/CapabilitySecurity.lean,323,lean,sorry,active,04_DOMAIN_D_HARDWARE_AND_CAPABILITY_SECURITY
02_FORMAL/lean/RIINA/Domains/CapitalMarkets.lean,118,lean,sorry,active,39_DOMAIN_RIINA_CAPITAL_MARKETS
02_FORMAL/lean/RIINA/Domains/CommonCriteriaEAL7.lean,310,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,180,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,183,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,226,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,74,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,77,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,80,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/DELTA001_VerifiedDistribution.lean,156,lean,sorry,active,29_DOMAIN_DELTA_VERIFIED_DISTRIBUTION
02_FORMAL/lean/RIINA/Domains/DO178CCompliance.lean,192,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/DO178CCompliance.lean,286,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/DigitalWallet.lean,346,lean,sorry,active,35_DOMAIN_RIINA_WALLET
02_FORMAL/lean/RIINA/Domains/DigitalWallet.lean,349,lean,sorry,active,35_DOMAIN_RIINA_WALLET
02_FORMAL/lean/RIINA/Domains/EnterpriseERP.lean,129,lean,sorry,active,37_DOMAIN_MU_ENTERPRISE_ERP
02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,294,lean,sorry,active,05_DOMAIN_E_FORMAL_VERIFICATION
02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,337,lean,sorry,active,05_DOMAIN_E_FORMAL_VERIFICATION
02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,356,lean,sorry,active,05_DOMAIN_E_FORMAL_VERIFICATION
02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,383,lean,sorry,active,05_DOMAIN_E_FORMAL_VERIFICATION
02_FORMAL/lean/RIINA/Domains/FullstackSecurity.lean,90,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/FullstackSecurity.lean,114,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/FutureSecurity.lean,332,lean,sorry,active,07_DOMAIN_G_CRYPTO_AND_SIDECHANNEL
02_FORMAL/lean/RIINA/Domains/FutureSecurity.lean,395,lean,sorry,active,07_DOMAIN_G_CRYPTO_AND_SIDECHANNEL
02_FORMAL/lean/RIINA/Domains/HIPAACompliance.lean,177,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/HIPAACompliance.lean,204,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,499,lean,sorry,active,37_DOMAIN_RIINA_HIS
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,511,lean,sorry,active,37_DOMAIN_RIINA_HIS
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,514,lean,sorry,active,37_DOMAIN_RIINA_HIS
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,541,lean,sorry,active,37_DOMAIN_RIINA_HIS
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,556,lean,sorry,active,37_DOMAIN_RIINA_HIS
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,258,lean,sorry,active,31_DOMAIN_PSI_OPERATIONAL_SECURITY
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,261,lean,sorry,active,31_DOMAIN_PSI_OPERATIONAL_SECURITY
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,281,lean,sorry,active,31_DOMAIN_PSI_OPERATIONAL_SECURITY
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,284,lean,sorry,active,31_DOMAIN_PSI_OPERATIONAL_SECURITY
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,315,lean,sorry,active,31_DOMAIN_PSI_OPERATIONAL_SECURITY
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,326,lean,sorry,active,31_DOMAIN_PSI_OPERATIONAL_SECURITY
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,329,lean,sorry,active,31_DOMAIN_PSI_OPERATIONAL_SECURITY
02_FORMAL/lean/RIINA/Domains/ISO26262Compliance.lean,151,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/ISO26262Compliance.lean,198,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/InjectionPrevention.lean,137,lean,sorry,active,35_DOMAIN_KAPPA_FULLSTACK
02_FORMAL/lean/RIINA/Domains/IrisSeparationLogic.lean,86,lean,sorry,active,05_DOMAIN_E_FORMAL_VERIFICATION
02_FORMAL/lean/RIINA/Domains/KeyLifecycle.lean,99,lean,sorry,active,52_DOMAIN_AG_KEY_LIFECYCLE
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,116,lean,sorry,active,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,119,lean,sorry,active,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,122,lean,sorry,active,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,125,lean,sorry,active,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,178,lean,sorry,active,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/lean/RIINA/Domains/MalaysiaBNMRMiT.lean,101,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/MalaysiaMAMPU.lean,79,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/MalaysiaMAMPU.lean,90,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,152,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,159,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,168,lean,sorry,active,55_DOMAIN_AJ_VERIFIED_COMPLIANCE
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,379,lean,sorry,active,06_DOMAIN_F_MEMORY_SAFETY
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,382,lean,sorry,active,06_DOMAIN_F_MEMORY_SAFETY
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,385,lean,sorry,active,06_DOMAIN_F_MEMORY_SAFETY
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,400,lean,sorry,active,06_DOMAIN_F_MEMORY_SAFETY
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,403,lean,sorry,active,06_DOMAIN_F_MEMORY_SAFETY
02_FORMAL/lean/RIINA/Domains/MetadataPrivacy.lean,90,lean,sorry,active,32_DOMAIN_CHI_METADATA_PRIVACY
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,279,lean,sorry,active,11_DOMAIN_K_METAPROGRAMMING_AND_EXISTING_SYSTEMS
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,286,lean,sorry,active,11_DOMAIN_K_METAPROGRAMMING_AND_EXISTING_SYSTEMS
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,302,lean,sorry,active,11_DOMAIN_K_METAPROGRAMMING_AND_EXISTING_SYSTEMS
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,325,lean,sorry,active,11_DOMAIN_K_METAPROGRAMMING_AND_EXISTING_SYSTEMS
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,328,lean,sorry,active,11_DOMAIN_K_METAPROGRAMMING_AND_EXISTING_SYSTEMS
02_FORMAL/lean/RIINA/Domains/MobileBridgeVerification.lean,126,lean,sorry,active,36_DOMAIN_LAMBDA_MOBILE_PLATFORM
02_FORMAL/lean/RIINA/Domains/MobileOS/AnimationSystem.lean,174,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/AnimationSystem.lean,212,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/AppDistribution.lean,262,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/AppDistribution.lean,296,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,153,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,164,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,171,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/BiometricSystem.lean,152,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/ConcurrencyFramework.lean,169,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/FileSystem.lean,248,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/NetworkingStack.lean,209,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/PowerManagement.lean,170,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/PowerManagement.lean,173,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/TouchGestureSystem.lean,139,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,258,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,265,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,280,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/VoiceAssistant.lean,284,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobileOS/WirelessProtocols.lean,208,lean,sorry,active,40_DOMAIN_RIINA_MOBILE_OS
02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,109,lean,sorry,active,36_DOMAIN_LAMBDA_MOBILE_PLATFORM
02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,132,lean,sorry,active,36_DOMAIN_LAMBDA_MOBILE_PLATFORM
02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,154,lean,sorry,active,36_DOMAIN_LAMBDA_MOBILE_PLATFORM
02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,252,lean,sorry,active,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,255,lean,sorry,active,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,381,lean,sorry,active,01_DOMAIN_A_TYPE_THEORY
02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,99,lean,sorry,active,05_DOMAIN_E_FORMAL_VERIFICATION
02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,102,lean,sorry,active,05_DOMAIN_E_FORMAL_VERIFICATION
02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,105,lean,sorry,active,05_DOMAIN_E_FORMAL_VERIFICATION
