file,language,proof_count
02_FORMAL/lean/RIINA/Domains/ROPDefense.lean,lean,90
02_FORMAL/lean/RIINA/Domains/RadiationHardening.lean,lean,20
02_FORMAL/lean/RIINA/Domains/RefinementTypes.lean,lean,24
02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,30
02_FORMAL/lean/RIINA/Domains/SIGMA001_VerifiedStorage.lean,lean,38
02_FORMAL/lean/RIINA/Domains/SIMDVerification.lean,lean,22
02_FORMAL/lean/RIINA/Domains/SQLInjectionPrevention.lean,lean,23
02_FORMAL/lean/RIINA/Domains/SecureBootVerification.lean,lean,96
02_FORMAL/lean/RIINA/Domains/SecureUpdates.lean,lean,25
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/BootVerification.lean,lean,22
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/DisplayDriver.lean,lean,23
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/GarbageCollector.lean,lean,20
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/HardwareRootOfTrust.lean,lean,21
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/IOMMUProtection.lean,lean,22
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/InterruptVirtualization.lean,lean,21
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/MemoryVirtualization.lean,lean,21
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/NetworkDriver.lean,lean,21
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/RollbackProtection.lean,lean,21
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/SensorDrivers.lean,lean,22
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/VerifiedCrypto.lean,lean,21
02_FORMAL/lean/RIINA/Domains/SelfHealing.lean,lean,25
02_FORMAL/lean/RIINA/Domains/SensorFusion.lean,lean,25
02_FORMAL/lean/RIINA/Domains/SessionTypes.lean,lean,45
02_FORMAL/lean/RIINA/Domains/SingaporeCyberTrustMark.lean,lean,27
02_FORMAL/lean/RIINA/Domains/SingaporeCybersecurityAct.lean,lean,26
02_FORMAL/lean/RIINA/Domains/SingaporeHealthInfo.lean,lean,28
02_FORMAL/lean/RIINA/Domains/SingaporeMAS_TRM.lean,lean,21
02_FORMAL/lean/RIINA/Domains/SingaporeMTCS.lean,lean,32
02_FORMAL/lean/RIINA/Domains/SingaporePDPA.lean,lean,67
02_FORMAL/lean/RIINA/Domains/SmartContractSecurity.lean,lean,37
02_FORMAL/lean/RIINA/Domains/SpectreDefense.lean,lean,22
02_FORMAL/lean/RIINA/Domains/SpeculativeExecution.lean,lean,21
02_FORMAL/lean/RIINA/Domains/StandardLibrary.lean,lean,45
02_FORMAL/lean/RIINA/Domains/SupplyChainSecurity.lean,lean,38
02_FORMAL/lean/RIINA/Domains/T001_HermeticBuild.lean,lean,28
02_FORMAL/lean/RIINA/Domains/TEEAttestation.lean,lean,101
02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,30
02_FORMAL/lean/RIINA/Domains/TimeSecurity.lean,lean,25
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,68
02_FORMAL/lean/RIINA/Domains/ToolingIDE.lean,lean,21
02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,52
02_FORMAL/lean/RIINA/Domains/TrafficResistance.lean,lean,25
02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,22
02_FORMAL/lean/RIINA/Domains/U001_RuntimeGuardian.lean,lean,36
02_FORMAL/lean/RIINA/Domains/UIUX/AnimationEngine.lean,lean,26
02_FORMAL/lean/RIINA/Domains/UIUX/CognitiveAccessibility.lean,lean,48
02_FORMAL/lean/RIINA/Domains/UIUX/GestureSystem.lean,lean,23
02_FORMAL/lean/RIINA/Domains/UIUX/MotorAccessibility.lean,lean,45
02_FORMAL/lean/RIINA/Domains/UIUX/ScrollPhysics.lean,lean,22
02_FORMAL/lean/RIINA/Domains/UIUX/Transitions.lean,lean,30
02_FORMAL/lean/RIINA/Domains/UIUX/VisualAccessibility.lean,lean,42
02_FORMAL/lean/RIINA/Domains/V001_TerminationGuarantees.lean,lean,32
02_FORMAL/lean/RIINA/Domains/VerifiedAIML.lean,lean,25
02_FORMAL/lean/RIINA/Domains/VerifiedAudit.lean,lean,25
02_FORMAL/lean/RIINA/Domains/VerifiedAutonomy.lean,lean,25
02_FORMAL/lean/RIINA/Domains/VerifiedCompliance.lean,lean,35
02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,110
02_FORMAL/lean/RIINA/Domains/VerifiedHardware.lean,lean,47
02_FORMAL/lean/RIINA/Domains/VerifiedIdentity.lean,lean,40
02_FORMAL/lean/RIINA/Domains/VerifiedInfra.lean,lean,26
02_FORMAL/lean/RIINA/Domains/VerifiedIsolation.lean,lean,35
02_FORMAL/lean/RIINA/Domains/VerifiedMicrokernel.lean,lean,25
02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,25
02_FORMAL/lean/RIINA/Domains/VerifiedNetworkStack.lean,lean,139
02_FORMAL/lean/RIINA/Domains/VerifiedProtocols.lean,lean,37
02_FORMAL/lean/RIINA/Domains/VerifiedRuntime.lean,lean,24
02_FORMAL/lean/RIINA/Domains/VerifiedUI.lean,lean,68
02_FORMAL/lean/RIINA/Domains/W001_VerifiedMemory.lean,lean,40
02_FORMAL/lean/RIINA/Domains/WCETBounds.lean,lean,39
02_FORMAL/lean/RIINA/Domains/WCETTypes.lean,lean,22
02_FORMAL/lean/RIINA/Domains/WasmBackendVerification.lean,lean,43
02_FORMAL/lean/RIINA/Domains/WebSecurity.lean,lean,25
02_FORMAL/lean/RIINA/Domains/X001_ConcurrencyModel.lean,lean,39
02_FORMAL/lean/RIINA/Domains/XSSPrevention.lean,lean,171
02_FORMAL/lean/RIINA/Domains/Y001_VerifiedStdlib.lean,lean,41
02_FORMAL/lean/RIINA/Domains/Z001_DeclassificationPolicy.lean,lean,36
02_FORMAL/lean/RIINA/Domains/ZKSNARKSecurity.lean,lean,99
02_FORMAL/lean/RIINA/Domains/ZKSTARKSecurity.lean,lean,108
02_FORMAL/lean/RIINA/Effects/EffectAlgebra.lean,lean,9
02_FORMAL/lean/RIINA/Effects/EffectGate.lean,lean,1
02_FORMAL/lean/RIINA/Effects/EffectSystem.lean,lean,6
02_FORMAL/lean/RIINA/Foundations/Semantics.lean,lean,15
02_FORMAL/lean/RIINA/Foundations/Syntax.lean,lean,2
02_FORMAL/lean/RIINA/Foundations/Typing.lean,lean,12
02_FORMAL/lean/RIINA/Industries/IndustryAerospace.lean,lean,26
02_FORMAL/lean/RIINA/Industries/IndustryAgriculture.lean,lean,24
02_FORMAL/lean/RIINA/Industries/IndustryEducation.lean,lean,26
02_FORMAL/lean/RIINA/Industries/IndustryEnergy.lean,lean,24
02_FORMAL/lean/RIINA/Industries/IndustryFinancial.lean,lean,31
02_FORMAL/lean/RIINA/Industries/IndustryGovernment.lean,lean,24
02_FORMAL/lean/RIINA/Industries/IndustryHealthcare.lean,lean,30
02_FORMAL/lean/RIINA/Industries/IndustryLegal.lean,lean,29
02_FORMAL/lean/RIINA/Industries/IndustryManufacturing.lean,lean,25
02_FORMAL/lean/RIINA/Industries/IndustryMedia.lean,lean,24
02_FORMAL/lean/RIINA/Industries/IndustryMilitary.lean,lean,27
02_FORMAL/lean/RIINA/Industries/IndustryRealEstate.lean,lean,27
02_FORMAL/lean/RIINA/Industries/IndustryRetail.lean,lean,24
02_FORMAL/lean/RIINA/Industries/IndustryTelecom.lean,lean,25
02_FORMAL/lean/RIINA/Industries/IndustryTransportation.lean,lean,23
02_FORMAL/lean/RIINA/Properties/ClosedValueLemmas.lean,lean,11
02_FORMAL/lean/RIINA/Properties/Composition.lean,lean,6
02_FORMAL/lean/RIINA/Properties/CumulativeMonotone.lean,lean,5
02_FORMAL/lean/RIINA/Properties/CumulativeRelation.lean,lean,15
02_FORMAL/lean/RIINA/Properties/Declassification.lean,lean,8
02_FORMAL/lean/RIINA/Properties/FirstOrderComplete.lean,lean,8
02_FORMAL/lean/RIINA/Properties/KripkeProperties.lean,lean,25
02_FORMAL/lean/RIINA/Properties/LexOrder.lean,lean,16
02_FORMAL/lean/RIINA/Properties/MaximumAxiomElimination.lean,lean,53
02_FORMAL/lean/RIINA/Properties/NonInterference.lean,lean,18
02_FORMAL/lean/RIINA/Properties/NonInterference_v2.lean,lean,51
02_FORMAL/lean/RIINA/Properties/NonInterference_v2_LogicalRelation.lean,lean,148
02_FORMAL/lean/RIINA/Properties/NonInterference_v2_Monotone.lean,lean,5
02_FORMAL/lean/RIINA/Properties/ReferenceOps.lean,lean,15
02_FORMAL/lean/RIINA/Properties/SN_Closure.lean,lean,46
02_FORMAL/lean/RIINA/Properties/SecurityProperties.lean,lean,1
02_FORMAL/lean/RIINA/Properties/StoreRelation.lean,lean,25
02_FORMAL/lean/RIINA/Properties/StoreWfLemmas.lean,lean,4
02_FORMAL/lean/RIINA/Properties/SubstitutionCommute.lean,lean,11
02_FORMAL/lean/RIINA/Properties/TypeMeasure.lean,lean,30
02_FORMAL/lean/RIINA/Properties/ValRelMonotone.lean,lean,7
02_FORMAL/lean/RIINA/Properties/ValRelStepLimit_PROOF.lean,lean,7
02_FORMAL/lean/RIINA/Termination/Reducibility.lean,lean,9
02_FORMAL/lean/RIINA/Termination/ReducibilityFull.lean,lean,40
02_FORMAL/lean/RIINA/Termination/SizedTypes.lean,lean,16
02_FORMAL/lean/RIINA/Termination/StrongNorm.lean,lean,8
02_FORMAL/lean/RIINA/Termination/TerminationLemmas.lean,lean,7
02_FORMAL/lean/RIINA/TypeSystem/Preservation.lean,lean,19
02_FORMAL/lean/RIINA/TypeSystem/Progress.lean,lean,9
02_FORMAL/lean/RIINA/TypeSystem/TypeSafety.lean,lean,2
02_FORMAL/lean/RIINA/TypeSystem/Typing.lean,lean,10
06_COORDINATION/archive/RIINA_exp_rel_step1_case_PROOF.v,coq,3
06_COORDINATION/archive/RIINA_extraction_lemmas_tasks_3_5.v,coq,9
06_COORDINATION/archive/RIINA_reference_operations_PROOF.v,coq,8
06_COORDINATION/archive/ReducibilityFull.v,coq,26
06_COORDINATION/archive/axiom_proofs_refined.v,coq,11
06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,32
06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,35
06_COORDINATION/archive/session38_work/StoreTypingLemmas.v,coq,14
06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,11
06_COORDINATION/archive/val_rel_le_fo_step_independent_PROOF.v,coq,50
06_COORDINATION/archive/val_rel_n_step_up_fo.v,coq,9
06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,11
06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,16
06_COORDINATION/claude_ai_web_output_v3/admit_replacements_v2.v,coq,6
06_COORDINATION/delegation_prompts/Output/01_MLTTFoundation.v,coq,25
06_COORDINATION/delegation_prompts/Output/02_LinearTypes.v,coq,17
06_COORDINATION/delegation_prompts/Output/03_AlgebraicEffects.v,coq,22
06_COORDINATION/delegation_prompts/Output/04_OwnershipTypes.v,coq,19
06_COORDINATION/delegation_prompts/Output/05_CapabilitySecurity.v,coq,25
06_COORDINATION/delegation_prompts/Output/06_CovertChannels.v,coq,16
06_COORDINATION/delegation_prompts/Output/07_DataRaceFreedom.v,coq,23
06_COORDINATION/delegation_prompts/Output/08_MemorySafety.v,coq,20
06_COORDINATION/delegation_prompts/Output/09_ControlFlowIntegrity.v,coq,15
06_COORDINATION/delegation_prompts/Output/10_InjectionPrevention.v,coq,16
06_COORDINATION/delegation_prompts/Output/11_WebSecurity.v,coq,25
06_COORDINATION/delegation_prompts/Output/12_AuthenticationSecurity.v,coq,20
06_COORDINATION/delegation_prompts/Output/13_CryptographicSecurity.v,coq,31
06_COORDINATION/delegation_prompts/Output/14_HardwareSecurity.v,coq,34
06_COORDINATION/delegation_prompts/Output/15_NetworkSecurity.v,coq,26
06_COORDINATION/delegation_prompts/Output/16_TimingSecurity.v,coq,67
06_COORDINATION/delegation_prompts/Output/17_CovertChannelElimination.v,coq,23
06_COORDINATION/delegation_prompts/Output/18_PhysicalSecurity.v,coq,31
06_COORDINATION/delegation_prompts/Output/19_HumanFactorSecurity.v,coq,54
06_COORDINATION/delegation_prompts/Output/20_SupplyChainSecurity.v,coq,37
06_COORDINATION/delegation_prompts/Output/21_AIMLSecurity.v,coq,42
06_COORDINATION/delegation_prompts/Output/22_DistributedSecurity.v,coq,47
06_COORDINATION/delegation_prompts/Output/23_FutureSecurity.v,coq,24
06_COORDINATION/delegation_prompts/Output/24_HIPAACompliance.v,coq,15
06_COORDINATION/delegation_prompts/Output/25_PCIDSSCompliance.v,coq,37
06_COORDINATION/delegation_prompts/Output/26_DO178CCompliance.v,coq,21
06_COORDINATION/delegation_prompts/Output/27_WCETBounds.v,coq,39
06_COORDINATION/delegation_prompts/Output/28_BinarySizeBounds.v,coq,17
06_COORDINATION/delegation_prompts/Output/29_SIMDVerification.v,coq,14
06_COORDINATION/delegation_prompts/Output/30_SessionTypes.v,coq,17
06_COORDINATION/delegation_prompts/Output/31_RefinementTypes.v,coq,12
06_COORDINATION/delegation_prompts/Output/32_DependentTypes.v,coq,33
06_COORDINATION/delegation_prompts/Output/33_RadiationHardening.v,coq,17
06_COORDINATION/delegation_prompts/Output/34_VerifiedAIML.v,coq,15
06_COORDINATION/delegation_prompts/Output/35_TranslationValidation.v,coq,22
06_COORDINATION/delegation_prompts/Output/37_VerifiedMicrokernel.v,coq,25
06_COORDINATION/delegation_prompts/Output/38_VerifiedNetwork.v,coq,25
06_COORDINATION/delegation_prompts/Output/39_VerifiedRuntime.v,coq,23
06_COORDINATION/delegation_prompts/Output/40_VerifiedUI.v,coq,22
06_COORDINATION/delegation_prompts/Output/41_PhysicalSecurity.v,coq,15
06_COORDINATION/delegation_prompts/Output/42_VerifiedInfra.v,coq,26
06_COORDINATION/delegation_prompts/Output/43_CoreBanking.v,coq,31
06_COORDINATION/delegation_prompts/Output/44_DigitalWallet.v,coq,25
06_COORDINATION/delegation_prompts/Output/45_CrossBorderRemittance.v,coq,25
06_COORDINATION/delegation_prompts/Output/46_HealthcareIS.v,coq,30
06_COORDINATION/delegation_prompts/Output/47_ESGCompliance.v,coq,35
06_COORDINATION/delegation_prompts/Output/50_S001_HardwareContracts.v,coq,30
06_COORDINATION/delegation_prompts/Output/51_T001_HermeticBuild.v,coq,28
06_COORDINATION/delegation_prompts/Output/52_U001_RuntimeGuardian.v,coq,36
06_COORDINATION/delegation_prompts/Output/53_V001_TerminationGuarantees.v,coq,33
06_COORDINATION/delegation_prompts/Output/54_W001_VerifiedMemory.v,coq,41
06_COORDINATION/delegation_prompts/Output/55_X001_ConcurrencyModel.v,coq,40
06_COORDINATION/delegation_prompts/Output/56_Y001_VerifiedStdlib.v,coq,41
06_COORDINATION/delegation_prompts/Output/57_Z001_DeclassificationPolicy.v,coq,36
06_COORDINATION/delegation_prompts/Output/58_SIGMA001_VerifiedStorage.v,coq,38
06_COORDINATION/delegation_prompts/Output/59_NetworkDefense.v,coq,43
06_COORDINATION/delegation_prompts/Output/60_VerifiedHardware.v,coq,47
06_COORDINATION/delegation_prompts/Output/61_VerifiedIdentity.v,coq,40
06_COORDINATION/delegation_prompts/Output/62_VerifiedProtocols.v,coq,37
06_COORDINATION/delegation_prompts/Output/63_VerifiedIsolation.v,coq,35
06_COORDINATION/delegation_prompts/Output/64_VerifiedCompliance.v,coq,35
06_COORDINATION/delegation_prompts/Output/65_OperationalSecurity.v,coq,25
06_COORDINATION/delegation_prompts/Output/66_MetadataPrivacy.v,coq,25
06_COORDINATION/delegation_prompts/Output/67_TrafficResistance.v,coq,25
06_COORDINATION/delegation_prompts/Output/68_AnonymousComm.v,coq,25
06_COORDINATION/delegation_prompts/Output/69_FullstackSecurity.v,coq,25
06_COORDINATION/delegation_prompts/Output/70_MobilePlatform.v,coq,25
06_COORDINATION/delegation_prompts/Output/71_EnterpriseERP.v,coq,25
06_COORDINATION/delegation_prompts/Output/72_AntiJamming.v,coq,25
06_COORDINATION/delegation_prompts/Output/73_SensorFusion.v,coq,25
06_COORDINATION/delegation_prompts/Output/74_VerifiedAutonomy.v,coq,25
06_COORDINATION/delegation_prompts/Output/75_MeshNetworking.v,coq,28
06_COORDINATION/delegation_prompts/Output/76_SelfHealing.v,coq,25
06_COORDINATION/delegation_prompts/Output/77_TimeSecurity.v,coq,25
06_COORDINATION/delegation_prompts/Output/78_VerifiedAudit.v,coq,25
06_COORDINATION/delegation_prompts/Output/79_SecureUpdates.v,coq,25
06_COORDINATION/delegation_prompts/Output/80_KeyLifecycle.v,coq,25
06_COORDINATION/delegation_prompts/Output/81_extracted/AnimationSystem.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/AppDistribution.v,coq,7
06_COORDINATION/delegation_prompts/Output/81_extracted/ApplicationLifecycle.v,coq,7
06_COORDINATION/delegation_prompts/Output/81_extracted/BiometricSystem.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/CameraAudioSystem.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/CellularStack.v,coq,4
06_COORDINATION/delegation_prompts/Output/81_extracted/ComputerVision.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/ConcurrencyFramework.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/DataPersistence.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/EncryptionSystem.v,coq,7
06_COORDINATION/delegation_prompts/Output/81_extracted/FileSystem.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/GraphicsEngine.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/LocationServices.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/MemoryManagement.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/MultiDeviceContinuity.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/NetworkSecurity.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/NetworkingStack.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/NotificationSystem.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/OnDeviceML.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/PowerManagement.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/SystemApps.v,coq,8
06_COORDINATION/delegation_prompts/Output/81_extracted/SystemArchitecture.v,coq,4
06_COORDINATION/delegation_prompts/Output/81_extracted/TouchGestureSystem.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/TrackingPrevention.v,coq,5
06_COORDINATION/delegation_prompts/Output/81_extracted/UIComponents.v,coq,6
06_COORDINATION/delegation_prompts/Output/81_extracted/VoiceAssistant.v,coq,4
06_COORDINATION/delegation_prompts/Output/81_extracted/WirelessProtocols.v,coq,5
06_COORDINATION/delegation_prompts/Output/82_extracted/uiux_performance/Accessibility/CognitiveAccessibility.v,coq,11
06_COORDINATION/delegation_prompts/Output/82_extracted/uiux_performance/Accessibility/MotorAccessibility.v,coq,9
06_COORDINATION/delegation_prompts/Output/82_extracted/uiux_performance/Accessibility/VisualAccessibility.v,coq,10
06_COORDINATION/delegation_prompts/Output/82_extracted/uiux_performance/AnimationSystem/AnimationEngine.v,coq,5
06_COORDINATION/delegation_prompts/Output/82_extracted/uiux_performance/AnimationSystem/ScrollPhysics.v,coq,4
06_COORDINATION/delegation_prompts/Output/82_extracted/uiux_performance/AnimationSystem/Transitions.v,coq,6
06_COORDINATION/delegation_prompts/Output/82_extracted/uiux_performance/InteractionDesign/GestureSystem.v,coq,4
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/AndroidCompatibility/DataFlowControl.v,coq,14
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/AndroidCompatibility/NetworkMediation.v,coq,13
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/AndroidCompatibility/VMContainment.v,coq,10
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/DeviceDrivers/DisplayDriver.v,coq,5
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/DeviceDrivers/GPUDriver.v,coq,5
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/DeviceDrivers/NetworkDriver.v,coq,3
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/DeviceDrivers/SensorDrivers.v,coq,5
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/DeviceDrivers/StorageDriver.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Hypervisor/IOMMUProtection.v,coq,7
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Hypervisor/InterruptVirtualization.v,coq,7
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Hypervisor/MemoryVirtualization.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Hypervisor/VMIsolation.v,coq,5
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Microkernel/CapabilitySystem.v,coq,8
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Microkernel/IPCSecurity.v,coq,7
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Microkernel/MemoryIsolation.v,coq,10
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Microkernel/SchedulingIsolation.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/PermissionSystem/AndroidVMPermissions.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/PermissionSystem/AppPermissions.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/PermissionSystem/CrossVMCommunication.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Runtime/GarbageCollector.v,coq,5
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Runtime/MemoryAllocator.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Runtime/VerifiedCrypto.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/Runtime/VerifiedIPC.v,coq,10
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/SecureBoot/BootVerification.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/SecureBoot/HardwareRootOfTrust.v,coq,6
06_COORDINATION/delegation_prompts/Output/83_extracted/mobile_os_security_foundation/SecureBoot/RollbackProtection.v,coq,6
06_COORDINATION/delegation_prompts/Output/84_FormalVerification.v,coq,36
06_COORDINATION/delegation_prompts/Output/85_ModuleSystems.v,coq,26
06_COORDINATION/delegation_prompts/Output/86_Metaprogramming.v,coq,27
06_COORDINATION/delegation_prompts/Output/87_TestingQA.v,coq,29
06_COORDINATION/delegation_prompts/Output/88_ToolingIDE.v,coq,21
06_COORDINATION/delegation_prompts/Output/89_StandardLibrary.v,coq,45
06_COORDINATION/delegation_prompts/Output/90_TotalStackFoundation.v,coq,51
06_COORDINATION/delegation_prompts/Output/files30_extracted/COMPLETE_ANALYSIS_13_ADMITS.v,coq,2
06_COORDINATION/delegation_prompts/Output/files32_extracted/ClosedValueLemmas.v,coq,10
06_COORDINATION/delegation_prompts/Output/files32_extracted/SubstitutionCommute.v,coq,9
06_COORDINATION/delegation_prompts/Output/files32_extracted/ValRelMonotone.v,coq,11
06_COORDINATION/delegation_prompts/Output/files33_extracted/SubstitutionCommute.v,coq,15
06_COORDINATION/delegation_prompts/Output/files33_extracted/ValRelMonotone.v,coq,31
06_COORDINATION/prompts/AxiomEliminationVerified.v,coq,42
06_COORDINATION/prompts/KripkeMonotonicity.v,coq,13
06_COORDINATION/prompts/LogicalRelationCore_SAMPLE.v,coq,25
06_COORDINATION/prompts/MasterTheorem (1).v,coq,20
06_COORDINATION/prompts/NonInterferenceZero (1).v,coq,10
06_COORDINATION/prompts/NonInterferenceZero.v,coq,17
06_COORDINATION/prompts/PACKAGE_I_CORE_AXIOM_PROOFS.v,coq,5
06_COORDINATION/prompts/ReferenceOps.v,coq,15
06_COORDINATION/prompts/Store (1).v,coq,5
06_COORDINATION/prompts/Store.v,coq,2
06_COORDINATION/prompts/Syntax (1).v,coq,4
06_COORDINATION/prompts/Syntax.v,coq,7
06_COORDINATION/prompts/exp_rel_step1.v,coq,17
99_ARCHIVE/claude_web_outputs/Declassification_web_output.v,coq,9
99_ARCHIVE/claude_web_outputs/LogicalRelation_web_output.v,coq,21
99_ARCHIVE/claude_web_outputs/ReducibilityAxiomsFix_web_output.v,coq,12
99_ARCHIVE/claude_web_outputs/ReferenceOps_web_output.v,coq,6
99_ARCHIVE/claude_web_session46_outputs/Definitions.v,coq,25
99_ARCHIVE/claude_web_session46_outputs/KripkeProperties_fix.v,coq,5
99_ARCHIVE/claude_web_session46_outputs/KripkeProperties_patch.v,coq,2
99_ARCHIVE/claude_web_session46_outputs/LogicalRelations.v,coq,23
99_ARCHIVE/claude_web_session46_outputs/NonInterference_Simple.v,coq,23
99_ARCHIVE/claude_web_session46_outputs/Prompt2_ReferenceOps_Complete.v,coq,18
99_ARCHIVE/claude_web_session46_outputs/Prompt3_Declassification.v,coq,17
99_ARCHIVE/claude_web_session46_outputs/Prompt5_SN_Final.v,coq,11
99_ARCHIVE/claude_web_session46_outputs/Prompt6_NonInterference_v2_Final.v,coq,7
99_ARCHIVE/phase4_standalone_proofs/LogicalRelationAssign_PROOF_COMPLETE.v,coq,20
99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,12
99_ARCHIVE/root_cleanup_session47/CumulativeRelation_FIXED.v,coq,13
99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,37
99_ARCHIVE/root_cleanup_session47/Prompt2_ReferenceOps_Complete.v,coq,18
99_ARCHIVE/root_cleanup_session47/Prompt3_Declassification.v,coq,17
99_ARCHIVE/root_cleanup_session47/Prompt5_SN_Final.v,coq,11
99_ARCHIVE/root_cleanup_session47/Prompt6_NonInterference_v2_Final.v,coq,7
99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,4
99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,19
99_ARCHIVE/superseded_patches/ReducibilityFull_PATCH.v,coq,5
99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,22
claude_ai_output/COMPLETE_ANALYSIS_13_ADMITS.v,coq,2
