scope,file,language,line,type,name
archive,02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,coq,149,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,coq,150,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,coq,162,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,coq,163,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,coq,173,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/RelationBridge.v,coq,174,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,coq,270,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,coq,271,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,coq,301,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,coq,309,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,coq,324,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,coq,325,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,coq,388,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StepUpFromSN.v,coq,396,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,647,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,653,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,667,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,675,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,678,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,679,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,680,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,681,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,682,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,683,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,684,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,685,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,686,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,687,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,688,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,689,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,690,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,691,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,692,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,693,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,694,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,695,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,729,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,732,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,734,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,736,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,741,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,745,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,749,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,750,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,799,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,807,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,808,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,309,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,310,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,384,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,385,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,394,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,395,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,437,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,438,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,540,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,coq,102,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,coq,116,admit tactic,
archive,02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,coq,118,Admitted,
archive,02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_proof.v,coq,72,Axiom,val_rel_n_fo_sigma_independent
archive,02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_proof.v,coq,99,Axiom,val_rel_n_weaken_general
archive,06_COORDINATION/archive/ReducibilityFull.v,coq,43,Axiom,pure_step_deterministic
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,119,Admitted,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,314,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,316,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,318,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,320,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,322,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,326,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,342,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,345,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,346,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,347,Admitted,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,371,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,374,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,392,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,393,Admitted,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,562,admit tactic,
archive,06_COORDINATION/archive/axiom_proofs_refined.v,coq,563,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,421,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,423,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,462,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,464,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,494,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,495,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,520,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,521,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,539,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,540,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,556,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,557,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,581,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,582,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,586,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,588,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,600,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,601,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,629,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,630,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,661,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,663,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,664,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,683,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,684,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,700,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,701,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,719,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,720,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,736,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,737,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,749,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,750,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,763,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,764,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,788,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,789,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,794,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,796,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,809,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,810,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,829,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,830,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,834,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,836,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,852,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,853,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,865,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,866,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,923,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,1049,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,1068,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,1072,Admitted,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,1099,admit tactic,
archive,06_COORDINATION/archive/session38_work/FundamentalTheorem.v,coq,1113,Admitted,
archive,06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,1111,admit tactic,
archive,06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,1180,admit tactic,
archive,06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,1181,Admitted,
archive,06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,1361,admit tactic,
archive,06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,1366,admit tactic,
archive,06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,1379,Admitted,
archive,06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,1462,admit tactic,
archive,06_COORDINATION/archive/session38_work/NonInterference_v2_fixed.v,coq,1477,Admitted,
archive,06_COORDINATION/archive/session38_work/StoreTypingLemmas.v,coq,199,admit tactic,
archive,06_COORDINATION/archive/session38_work/StoreTypingLemmas.v,coq,208,Admitted,
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,197,Axiom,has_type_store_extends
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,397,admit tactic,
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,487,Admitted,
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,570,admit tactic,
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,571,Admitted,
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,626,admit tactic,
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,647,Admitted,
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,698,admit tactic,
archive,06_COORDINATION/archive/session38_work/StoreWFPreservation.v,coq,714,Admitted,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt3_Declassification.v,coq,676,Admitted,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt3_Declassification.v,coq,696,Admitted,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt3_Declassification.v,coq,812,Admitted,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt3_Declassification.v,coq,839,Admitted,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt3_Declassification.v,coq,880,Admitted,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt5_SN_Final.v,coq,215,admit tactic,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt5_SN_Final.v,coq,217,admit tactic,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt5_SN_Final.v,coq,218,Admitted,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt5_SN_Final.v,coq,261,admit tactic,
archive,99_ARCHIVE/claude_web_session46_outputs/Prompt5_SN_Final.v,coq,262,Admitted,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationAssign_PROOF_COMPLETE.v,coq,497,Admitted,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationAssign_PROOF_COMPLETE.v,coq,611,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationAssign_PROOF_COMPLETE.v,coq,619,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationAssign_PROOF_COMPLETE.v,coq,627,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationAssign_PROOF_COMPLETE.v,coq,639,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationAssign_PROOF_COMPLETE.v,coq,646,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationAssign_PROOF_COMPLETE.v,coq,647,Admitted,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,305,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,310,Admitted,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,413,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,414,Admitted,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,478,Admitted,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,644,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,649,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,659,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,664,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,669,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,674,admit tactic,
archive,99_ARCHIVE/phase4_standalone_proofs/LogicalRelationDeref_PROOF_COMPLETE.v,coq,675,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1050,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1052,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1089,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1189,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1190,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1245,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1250,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1251,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1252,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1253,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1265,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1322,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/NonInterference_v2_claude_web_prompt7.v,coq,1327,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/Prompt3_Declassification.v,coq,676,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/Prompt3_Declassification.v,coq,696,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/Prompt3_Declassification.v,coq,812,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/Prompt3_Declassification.v,coq,839,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/Prompt3_Declassification.v,coq,880,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/Prompt5_SN_Final.v,coq,215,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/Prompt5_SN_Final.v,coq,217,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/Prompt5_SN_Final.v,coq,218,Admitted,
archive,99_ARCHIVE/root_cleanup_session47/Prompt5_SN_Final.v,coq,261,admit tactic,
archive,99_ARCHIVE/root_cleanup_session47/Prompt5_SN_Final.v,coq,262,Admitted,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,129,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,146,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,161,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,162,Admitted,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,223,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,225,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,258,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,259,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,262,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,265,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,266,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,269,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,270,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,271,Admitted,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,328,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,329,Admitted,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,376,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,382,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,432,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,446,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,448,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,449,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,450,admit tactic,
archive,99_ARCHIVE/superseded_patches/NonInterference_v2_PATCH.v,coq,451,Admitted,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,296,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,305,Admitted,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,431,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,442,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,444,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,450,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,455,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,464,Admitted,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,526,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,527,Admitted,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,571,Admitted,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,589,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_FIXED.v,coq,593,Admitted,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PATCH.v,coq,181,Axiom,store_wf_global
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PATCH.v,coq,200,Axiom,lambda_body_SN
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PATCH.v,coq,259,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PATCH.v,coq,394,Admitted,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,488,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,489,Admitted,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,535,Axiom,store_wf_global
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,601,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,611,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,649,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,665,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,693,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,719,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,743,admit tactic,
archive,99_ARCHIVE/superseded_patches/ReducibilityFull_PROVEN.v,coq,776,Admitted,
inactive_nonarchive,02_FORMAL/lean/RIINA/Compliance/DO178CCompliance.lean,lean,280,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Compliance/DO178CCompliance.lean,lean,407,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Compliance/HIPAACompliance.lean,lean,171,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Compliance/HIPAACompliance.lean,lean,198,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Compliance/PCIDSSCompliance.lean,lean,239,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/AlgebraicEffects.lean,lean,116,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/AuthenticationSecurity.lean,lean,196,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/BackendComposition.lean,lean,68,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CSRFProtection.lean,lean,96,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CapabilitySecurity.lean,lean,323,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CapitalMarkets.lean,lean,118,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CommonCriteriaEAL7.lean,lean,310,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,lean,180,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,lean,183,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,lean,226,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,lean,74,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,lean,77,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,lean,80,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/DELTA001_VerifiedDistribution.lean,lean,156,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/DO178CCompliance.lean,lean,192,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/DO178CCompliance.lean,lean,286,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/DigitalWallet.lean,lean,346,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/DigitalWallet.lean,lean,349,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/EnterpriseERP.lean,lean,129,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,lean,294,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,lean,337,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,lean,356,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,lean,383,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/FullstackSecurity.lean,lean,90,sorry,
