scope,file,language,line,type,name
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/FullstackSecurity.lean,lean,114,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/FutureSecurity.lean,lean,332,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/FutureSecurity.lean,lean,395,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HIPAACompliance.lean,lean,177,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HIPAACompliance.lean,lean,204,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,499,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,511,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,514,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,541,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,556,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,258,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,261,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,281,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,284,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,315,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,326,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,329,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ISO26262Compliance.lean,lean,151,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ISO26262Compliance.lean,lean,198,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/InjectionPrevention.lean,lean,137,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/IrisSeparationLogic.lean,lean,86,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/KeyLifecycle.lean,lean,99,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,116,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,119,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,122,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,125,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,178,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MalaysiaBNMRMiT.lean,lean,101,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MalaysiaMAMPU.lean,lean,79,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MalaysiaMAMPU.lean,lean,90,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,lean,152,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,lean,159,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,lean,168,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,379,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,382,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,385,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,400,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,403,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MetadataPrivacy.lean,lean,90,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,279,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,286,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,302,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,325,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,328,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileBridgeVerification.lean,lean,126,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/AnimationSystem.lean,lean,174,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/AnimationSystem.lean,lean,212,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/AppDistribution.lean,lean,262,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/AppDistribution.lean,lean,296,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,lean,153,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,lean,164,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,lean,171,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/BiometricSystem.lean,lean,152,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/ConcurrencyFramework.lean,lean,169,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/FileSystem.lean,lean,248,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/NetworkingStack.lean,lean,209,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/PowerManagement.lean,lean,170,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/PowerManagement.lean,lean,173,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/TouchGestureSystem.lean,lean,139,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,lean,258,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,lean,265,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,lean,280,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/VoiceAssistant.lean,lean,284,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobileOS/WirelessProtocols.lean,lean,208,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,lean,109,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,lean,132,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,lean,154,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,lean,252,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,lean,255,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,lean,381,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,lean,99,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,lean,102,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,lean,105,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/NetworkDefense.lean,lean,274,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,124,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,127,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,130,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,141,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,144,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,147,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/PCIDSSCompliance.lean,lean,239,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/PSI001_OperationalSecurity.lean,lean,228,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/PSI001_OperationalSecurity.lean,lean,235,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/PhysicsSecurity.lean,lean,121,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/PlatformStdlibVerification.lean,lean,81,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/PostQuantumKEM.lean,lean,139,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/PostQuantumSignatures.lean,lean,163,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/QuantitativeDeclassification.lean,lean,61,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/QuantitativeDeclassification.lean,lean,64,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/QuantumSafeTLS.lean,lean,333,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/QuantumTypes.lean,lean,80,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/QuantumTypes.lean,lean,83,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ROPDefense.lean,lean,227,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ROPDefense.lean,lean,247,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/RadiationHardening.lean,lean,170,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/RadiationHardening.lean,lean,189,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,132,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,148,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,192,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,195,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SIGMA001_VerifiedStorage.lean,lean,277,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SIGMA001_VerifiedStorage.lean,lean,280,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SecureBootVerification.lean,lean,397,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SecurityFoundation/BootVerification.lean,lean,115,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SecurityFoundation/BootVerification.lean,lean,118,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SecurityFoundation/BootVerification.lean,lean,121,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SecurityFoundation/RollbackProtection.lean,lean,103,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SecurityFoundation/RollbackProtection.lean,lean,125,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SecurityFoundation/RollbackProtection.lean,lean,128,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SecurityFoundation/SensorDrivers.lean,lean,107,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SessionTypes.lean,lean,122,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SingaporeMTCS.lean,lean,113,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SingaporePDPA.lean,lean,172,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SingaporePDPA.lean,lean,175,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SingaporePDPA.lean,lean,292,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SpeculativeExecution.lean,lean,82,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SpeculativeExecution.lean,lean,85,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/SpeculativeExecution.lean,lean,88,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/StandardLibrary.lean,lean,321,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/StandardLibrary.lean,lean,336,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/StandardLibrary.lean,lean,396,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TEEAttestation.lean,lean,350,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TEEAttestation.lean,lean,353,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TEEAttestation.lean,lean,364,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,241,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,256,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,308,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,311,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,183,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,190,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,217,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,220,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,223,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,226,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,251,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,274,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,312,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ToolingIDE.lean,lean,237,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ToolingIDE.lean,lean,296,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/ToolingIDE.lean,lean,330,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,158,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,177,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,180,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,187,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,201,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,204,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,207,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,217,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/UIUX/AnimationEngine.lean,lean,58,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/UIUX/CognitiveAccessibility.lean,lean,156,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/UIUX/CognitiveAccessibility.lean,lean,171,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/UIUX/MotorAccessibility.lean,lean,89,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/UIUX/MotorAccessibility.lean,lean,96,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/UIUX/VisualAccessibility.lean,lean,85,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/UIUX/VisualAccessibility.lean,lean,100,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/V001_TerminationGuarantees.lean,lean,115,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/V001_TerminationGuarantees.lean,lean,118,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedAIML.lean,lean,173,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedAutonomy.lean,lean,126,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedAutonomy.lean,lean,137,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,359,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,403,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,410,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,413,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedHardware.lean,lean,233,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedIdentity.lean,lean,342,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedIdentity.lean,lean,349,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedIdentity.lean,lean,352,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedIsolation.lean,lean,316,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedIsolation.lean,lean,323,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedIsolation.lean,lean,336,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,336,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,343,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,367,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,384,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedNetworkStack.lean,lean,362,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedNetworkStack.lean,lean,495,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedNetworkStack.lean,lean,517,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedProtocols.lean,lean,342,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedProtocols.lean,lean,419,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedRuntime.lean,lean,123,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedUI.lean,lean,469,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/VerifiedUI.lean,lean,524,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/W001_VerifiedMemory.lean,lean,160,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/WasmBackendVerification.lean,lean,146,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/WasmBackendVerification.lean,lean,166,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/WebSecurity.lean,lean,172,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/XSSPrevention.lean,lean,381,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/Z001_DeclassificationPolicy.lean,lean,163,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/Z001_DeclassificationPolicy.lean,lean,166,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Domains/Z001_DeclassificationPolicy.lean,lean,169,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Industries/IndustryAerospace.lean,lean,92,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Industries/IndustryHealthcare.lean,lean,128,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Industries/IndustryManufacturing.lean,lean,159,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Industries/IndustryMilitary.lean,lean,84,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Properties/CumulativeRelation.lean,lean,64,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Properties/MaximumAxiomElimination.lean,lean,123,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Properties/MaximumAxiomElimination.lean,lean,161,sorry,
inactive_nonarchive,02_FORMAL/lean/RIINA/Properties/NonInterference.lean,lean,55,axiom,observer
inactive_nonarchive,02_FORMAL/lean/RIINA/Properties/NonInterference.lean,lean,428,axiom,logicalRelation
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,174,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,185,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,191,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,192,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,242,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,243,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,293,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,302,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,338,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,339,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,349,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,350,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,356,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,359,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,360,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,361,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,393,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,397,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,399,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,401,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,408,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,409,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,410,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,411,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,473,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,474,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,476,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,482,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,483,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,496,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,503,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,511,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,516,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,524,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,588,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,639,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,640,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output/combined_step_up_corrected.v,coq,643,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,56,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,60,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,63,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,65,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,71,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,128,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,129,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,268,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,269,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,284,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,285,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,338,Axiom,free_in_pair_1
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/NonInterference_Aux.v,coq,341,Axiom,free_in_pair_2
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/admit_replacements_v2.v,coq,508,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/admit_replacements_v2.v,coq,509,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/admit_replacements_v2.v,coq,523,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/admit_replacements_v2.v,coq,524,Admitted,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/admit_replacements_v2.v,coq,579,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/admit_replacements_v2.v,coq,584,admit tactic,
inactive_nonarchive,06_COORDINATION/claude_ai_web_output_v3/admit_replacements_v2.v,coq,585,Admitted,
inactive_nonarchive,06_COORDINATION/delegation_prompts/Output/files30_extracted/COMPLETE_ANALYSIS_13_ADMITS.v,coq,311,admit tactic,
