file,language,line,type,name
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,675,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,678,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,679,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,680,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,681,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,682,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,683,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,684,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,685,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,686,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,687,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,688,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,689,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,690,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,691,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,692,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,693,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,694,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,695,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,729,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,732,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,734,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,736,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,741,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,745,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,749,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,750,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,799,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,807,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/StrongNormalization_v2.v,coq,808,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,309,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,310,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,384,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,385,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,394,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,395,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,437,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,438,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/TypedConversion.v,coq,540,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,coq,102,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,coq,116,admit tactic,
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_dropin.v,coq,118,Admitted,
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_proof.v,coq,72,Axiom,val_rel_n_fo_sigma_independent
02_FORMAL/coq/properties/_archive_deprecated/store_rel_weaken_proof.v,coq,99,Axiom,val_rel_n_weaken_general
02_FORMAL/lean/RIINA/Compliance/DO178CCompliance.lean,lean,280,sorry,
02_FORMAL/lean/RIINA/Compliance/DO178CCompliance.lean,lean,407,sorry,
02_FORMAL/lean/RIINA/Compliance/HIPAACompliance.lean,lean,171,sorry,
02_FORMAL/lean/RIINA/Compliance/HIPAACompliance.lean,lean,198,sorry,
02_FORMAL/lean/RIINA/Compliance/PCIDSSCompliance.lean,lean,239,sorry,
02_FORMAL/lean/RIINA/Domains/AlgebraicEffects.lean,lean,116,sorry,
02_FORMAL/lean/RIINA/Domains/AuthenticationSecurity.lean,lean,196,sorry,
02_FORMAL/lean/RIINA/Domains/BackendComposition.lean,lean,68,sorry,
02_FORMAL/lean/RIINA/Domains/CSRFProtection.lean,lean,96,sorry,
02_FORMAL/lean/RIINA/Domains/CapabilitySecurity.lean,lean,323,sorry,
02_FORMAL/lean/RIINA/Domains/CapitalMarkets.lean,lean,118,sorry,
02_FORMAL/lean/RIINA/Domains/CommonCriteriaEAL7.lean,lean,310,sorry,
02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,lean,180,sorry,
02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,lean,183,sorry,
02_FORMAL/lean/RIINA/Domains/CovertChannels.lean,lean,226,sorry,
02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,lean,74,sorry,
02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,lean,77,sorry,
02_FORMAL/lean/RIINA/Domains/CrossLayerSecurity.lean,lean,80,sorry,
02_FORMAL/lean/RIINA/Domains/DELTA001_VerifiedDistribution.lean,lean,156,sorry,
02_FORMAL/lean/RIINA/Domains/DO178CCompliance.lean,lean,192,sorry,
02_FORMAL/lean/RIINA/Domains/DO178CCompliance.lean,lean,286,sorry,
02_FORMAL/lean/RIINA/Domains/DigitalWallet.lean,lean,346,sorry,
02_FORMAL/lean/RIINA/Domains/DigitalWallet.lean,lean,349,sorry,
02_FORMAL/lean/RIINA/Domains/EnterpriseERP.lean,lean,129,sorry,
02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,lean,294,sorry,
02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,lean,337,sorry,
02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,lean,356,sorry,
02_FORMAL/lean/RIINA/Domains/FormalVerification.lean,lean,383,sorry,
02_FORMAL/lean/RIINA/Domains/FullstackSecurity.lean,lean,90,sorry,
02_FORMAL/lean/RIINA/Domains/FullstackSecurity.lean,lean,114,sorry,
02_FORMAL/lean/RIINA/Domains/FutureSecurity.lean,lean,332,sorry,
02_FORMAL/lean/RIINA/Domains/FutureSecurity.lean,lean,395,sorry,
02_FORMAL/lean/RIINA/Domains/HIPAACompliance.lean,lean,177,sorry,
02_FORMAL/lean/RIINA/Domains/HIPAACompliance.lean,lean,204,sorry,
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,499,sorry,
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,511,sorry,
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,514,sorry,
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,541,sorry,
02_FORMAL/lean/RIINA/Domains/HealthcareIS.lean,lean,556,sorry,
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,258,sorry,
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,261,sorry,
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,281,sorry,
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,284,sorry,
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,315,sorry,
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,326,sorry,
02_FORMAL/lean/RIINA/Domains/HumanFactorSecurity.lean,lean,329,sorry,
02_FORMAL/lean/RIINA/Domains/ISO26262Compliance.lean,lean,151,sorry,
02_FORMAL/lean/RIINA/Domains/ISO26262Compliance.lean,lean,198,sorry,
02_FORMAL/lean/RIINA/Domains/InjectionPrevention.lean,lean,137,sorry,
02_FORMAL/lean/RIINA/Domains/IrisSeparationLogic.lean,lean,86,sorry,
02_FORMAL/lean/RIINA/Domains/KeyLifecycle.lean,lean,99,sorry,
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,116,sorry,
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,119,sorry,
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,122,sorry,
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,125,sorry,
02_FORMAL/lean/RIINA/Domains/LinearTypes.lean,lean,178,sorry,
02_FORMAL/lean/RIINA/Domains/MalaysiaBNMRMiT.lean,lean,101,sorry,
02_FORMAL/lean/RIINA/Domains/MalaysiaMAMPU.lean,lean,79,sorry,
02_FORMAL/lean/RIINA/Domains/MalaysiaMAMPU.lean,lean,90,sorry,
02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,lean,152,sorry,
02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,lean,159,sorry,
02_FORMAL/lean/RIINA/Domains/MalaysiaPDPA.lean,lean,168,sorry,
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,379,sorry,
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,382,sorry,
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,385,sorry,
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,400,sorry,
02_FORMAL/lean/RIINA/Domains/MemorySafety.lean,lean,403,sorry,
02_FORMAL/lean/RIINA/Domains/MetadataPrivacy.lean,lean,90,sorry,
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,279,sorry,
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,286,sorry,
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,302,sorry,
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,325,sorry,
02_FORMAL/lean/RIINA/Domains/Metaprogramming.lean,lean,328,sorry,
02_FORMAL/lean/RIINA/Domains/MobileBridgeVerification.lean,lean,126,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/AnimationSystem.lean,lean,174,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/AnimationSystem.lean,lean,212,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/AppDistribution.lean,lean,262,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/AppDistribution.lean,lean,296,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,lean,153,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,lean,164,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/ApplicationLifecycle.lean,lean,171,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/BiometricSystem.lean,lean,152,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/ConcurrencyFramework.lean,lean,169,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/FileSystem.lean,lean,248,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/NetworkingStack.lean,lean,209,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/PowerManagement.lean,lean,170,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/PowerManagement.lean,lean,173,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/TouchGestureSystem.lean,lean,139,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,lean,258,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,lean,265,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/UIComponents.lean,lean,280,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/VoiceAssistant.lean,lean,284,sorry,
02_FORMAL/lean/RIINA/Domains/MobileOS/WirelessProtocols.lean,lean,208,sorry,
02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,lean,109,sorry,
02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,lean,132,sorry,
02_FORMAL/lean/RIINA/Domains/MobilePlatform.lean,lean,154,sorry,
02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,lean,252,sorry,
02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,lean,255,sorry,
02_FORMAL/lean/RIINA/Domains/ModuleSystems.lean,lean,381,sorry,
02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,lean,99,sorry,
02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,lean,102,sorry,
02_FORMAL/lean/RIINA/Domains/MultiProverValidation.lean,lean,105,sorry,
02_FORMAL/lean/RIINA/Domains/NetworkDefense.lean,lean,274,sorry,
02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,124,sorry,
02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,127,sorry,
02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,130,sorry,
02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,141,sorry,
02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,144,sorry,
02_FORMAL/lean/RIINA/Domains/OwnershipTypes.lean,lean,147,sorry,
02_FORMAL/lean/RIINA/Domains/PCIDSSCompliance.lean,lean,239,sorry,
02_FORMAL/lean/RIINA/Domains/PSI001_OperationalSecurity.lean,lean,228,sorry,
02_FORMAL/lean/RIINA/Domains/PSI001_OperationalSecurity.lean,lean,235,sorry,
02_FORMAL/lean/RIINA/Domains/PhysicsSecurity.lean,lean,121,sorry,
02_FORMAL/lean/RIINA/Domains/PlatformStdlibVerification.lean,lean,81,sorry,
02_FORMAL/lean/RIINA/Domains/PostQuantumKEM.lean,lean,139,sorry,
02_FORMAL/lean/RIINA/Domains/PostQuantumSignatures.lean,lean,163,sorry,
02_FORMAL/lean/RIINA/Domains/QuantitativeDeclassification.lean,lean,61,sorry,
02_FORMAL/lean/RIINA/Domains/QuantitativeDeclassification.lean,lean,64,sorry,
02_FORMAL/lean/RIINA/Domains/QuantumSafeTLS.lean,lean,333,sorry,
02_FORMAL/lean/RIINA/Domains/QuantumTypes.lean,lean,80,sorry,
02_FORMAL/lean/RIINA/Domains/QuantumTypes.lean,lean,83,sorry,
02_FORMAL/lean/RIINA/Domains/ROPDefense.lean,lean,227,sorry,
02_FORMAL/lean/RIINA/Domains/ROPDefense.lean,lean,247,sorry,
02_FORMAL/lean/RIINA/Domains/RadiationHardening.lean,lean,170,sorry,
02_FORMAL/lean/RIINA/Domains/RadiationHardening.lean,lean,189,sorry,
02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,132,sorry,
02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,148,sorry,
02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,192,sorry,
02_FORMAL/lean/RIINA/Domains/S001_HardwareContracts.lean,lean,195,sorry,
02_FORMAL/lean/RIINA/Domains/SIGMA001_VerifiedStorage.lean,lean,277,sorry,
02_FORMAL/lean/RIINA/Domains/SIGMA001_VerifiedStorage.lean,lean,280,sorry,
02_FORMAL/lean/RIINA/Domains/SecureBootVerification.lean,lean,397,sorry,
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/BootVerification.lean,lean,115,sorry,
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/BootVerification.lean,lean,118,sorry,
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/BootVerification.lean,lean,121,sorry,
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/RollbackProtection.lean,lean,103,sorry,
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/RollbackProtection.lean,lean,125,sorry,
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/RollbackProtection.lean,lean,128,sorry,
02_FORMAL/lean/RIINA/Domains/SecurityFoundation/SensorDrivers.lean,lean,107,sorry,
02_FORMAL/lean/RIINA/Domains/SessionTypes.lean,lean,122,sorry,
02_FORMAL/lean/RIINA/Domains/SingaporeMTCS.lean,lean,113,sorry,
02_FORMAL/lean/RIINA/Domains/SingaporePDPA.lean,lean,172,sorry,
02_FORMAL/lean/RIINA/Domains/SingaporePDPA.lean,lean,175,sorry,
02_FORMAL/lean/RIINA/Domains/SingaporePDPA.lean,lean,292,sorry,
02_FORMAL/lean/RIINA/Domains/SpeculativeExecution.lean,lean,82,sorry,
02_FORMAL/lean/RIINA/Domains/SpeculativeExecution.lean,lean,85,sorry,
02_FORMAL/lean/RIINA/Domains/SpeculativeExecution.lean,lean,88,sorry,
02_FORMAL/lean/RIINA/Domains/StandardLibrary.lean,lean,321,sorry,
02_FORMAL/lean/RIINA/Domains/StandardLibrary.lean,lean,336,sorry,
02_FORMAL/lean/RIINA/Domains/StandardLibrary.lean,lean,396,sorry,
02_FORMAL/lean/RIINA/Domains/TEEAttestation.lean,lean,350,sorry,
02_FORMAL/lean/RIINA/Domains/TEEAttestation.lean,lean,353,sorry,
02_FORMAL/lean/RIINA/Domains/TEEAttestation.lean,lean,364,sorry,
02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,241,sorry,
02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,256,sorry,
02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,308,sorry,
02_FORMAL/lean/RIINA/Domains/TestingQA.lean,lean,311,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,183,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,190,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,217,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,220,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,223,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,226,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,251,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,274,sorry,
02_FORMAL/lean/RIINA/Domains/TimingSecurity.lean,lean,312,sorry,
02_FORMAL/lean/RIINA/Domains/ToolingIDE.lean,lean,237,sorry,
02_FORMAL/lean/RIINA/Domains/ToolingIDE.lean,lean,296,sorry,
02_FORMAL/lean/RIINA/Domains/ToolingIDE.lean,lean,330,sorry,
02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,158,sorry,
02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,177,sorry,
02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,180,sorry,
02_FORMAL/lean/RIINA/Domains/TotalStackFoundation.lean,lean,187,sorry,
02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,201,sorry,
02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,204,sorry,
02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,207,sorry,
02_FORMAL/lean/RIINA/Domains/TranslationValidation.lean,lean,217,sorry,
02_FORMAL/lean/RIINA/Domains/UIUX/AnimationEngine.lean,lean,58,sorry,
02_FORMAL/lean/RIINA/Domains/UIUX/CognitiveAccessibility.lean,lean,156,sorry,
02_FORMAL/lean/RIINA/Domains/UIUX/CognitiveAccessibility.lean,lean,171,sorry,
02_FORMAL/lean/RIINA/Domains/UIUX/MotorAccessibility.lean,lean,89,sorry,
02_FORMAL/lean/RIINA/Domains/UIUX/MotorAccessibility.lean,lean,96,sorry,
02_FORMAL/lean/RIINA/Domains/UIUX/VisualAccessibility.lean,lean,85,sorry,
02_FORMAL/lean/RIINA/Domains/UIUX/VisualAccessibility.lean,lean,100,sorry,
02_FORMAL/lean/RIINA/Domains/V001_TerminationGuarantees.lean,lean,115,sorry,
02_FORMAL/lean/RIINA/Domains/V001_TerminationGuarantees.lean,lean,118,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedAIML.lean,lean,173,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedAutonomy.lean,lean,126,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedAutonomy.lean,lean,137,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,359,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,403,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,410,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedFileSystem.lean,lean,413,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedHardware.lean,lean,233,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedIdentity.lean,lean,342,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedIdentity.lean,lean,349,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedIdentity.lean,lean,352,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedIsolation.lean,lean,316,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedIsolation.lean,lean,323,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedIsolation.lean,lean,336,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,336,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,343,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,367,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedNetwork.lean,lean,384,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedNetworkStack.lean,lean,362,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedNetworkStack.lean,lean,495,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedNetworkStack.lean,lean,517,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedProtocols.lean,lean,342,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedProtocols.lean,lean,419,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedRuntime.lean,lean,123,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedUI.lean,lean,469,sorry,
02_FORMAL/lean/RIINA/Domains/VerifiedUI.lean,lean,524,sorry,
02_FORMAL/lean/RIINA/Domains/W001_VerifiedMemory.lean,lean,160,sorry,
02_FORMAL/lean/RIINA/Domains/WasmBackendVerification.lean,lean,146,sorry,
02_FORMAL/lean/RIINA/Domains/WasmBackendVerification.lean,lean,166,sorry,
02_FORMAL/lean/RIINA/Domains/WebSecurity.lean,lean,172,sorry,
02_FORMAL/lean/RIINA/Domains/XSSPrevention.lean,lean,381,sorry,
02_FORMAL/lean/RIINA/Domains/Z001_DeclassificationPolicy.lean,lean,163,sorry,
02_FORMAL/lean/RIINA/Domains/Z001_DeclassificationPolicy.lean,lean,166,sorry,
02_FORMAL/lean/RIINA/Domains/Z001_DeclassificationPolicy.lean,lean,169,sorry,
02_FORMAL/lean/RIINA/Industries/IndustryAerospace.lean,lean,92,sorry,
02_FORMAL/lean/RIINA/Industries/IndustryHealthcare.lean,lean,128,sorry,
02_FORMAL/lean/RIINA/Industries/IndustryManufacturing.lean,lean,159,sorry,
02_FORMAL/lean/RIINA/Industries/IndustryMilitary.lean,lean,84,sorry,
02_FORMAL/lean/RIINA/Properties/CumulativeRelation.lean,lean,64,sorry,
02_FORMAL/lean/RIINA/Properties/MaximumAxiomElimination.lean,lean,123,sorry,
02_FORMAL/lean/RIINA/Properties/MaximumAxiomElimination.lean,lean,161,sorry,
02_FORMAL/lean/RIINA/Properties/NonInterference.lean,lean,55,axiom,observer
02_FORMAL/lean/RIINA/Properties/NonInterference.lean,lean,428,axiom,logicalRelation
